nom,diplome,statut,ville,nombre_etoiles,nombre_commentaires,classement,mention,specialite,adresse,taux_reussite_bac,taux_mentions_bac,effectifs_terminale,classement_lycees_generaux_technos,classement_lycees_pros
Lycée Alexis de Tocqueville,Public,Général,Grasse,3.4,(15),6.0,55.0,13.0,Grasse 22 chemin de l'Orme BP 72111 06131 Grasse,92.0,55.0,296.0,7.6,15.3
Lycée polyvalent d'Artagnan,Public,Polyvalent,Nogaro,3.8,(8),8.0,58.0,9.0,Nogaro 27 avenue des Pyrénées 32110 Nogaro,90.0,58.0,150.0,13.9,9.2
Lycée polyvalent Pierre Corneille,Public,Polyvalent,La Celle-Saint-Cloud,3.6,(24),57.0,58.0,9.0,La Celle-Saint-Cloud 4 avenue Pierre Corneille BP 2 78170 La Celle-Saint-Cloud,90.0,58.0,442.0,11.9,10.9
Lycée Jules Ferry,Public,Polyvalent,Versailles,4.0,(12),60.0,52.0,10.0,Versailles 29 rue du Maréchal Joffre 78000 Versailles,92.0,52.0,438.0,11.6,9.5
Notre-Dame du Grandchamp,Privé,Général,Versailles,4.6,(14),63.0,92.0,7.0,Versailles 97 rue Royale 78000 Versailles,99.0,92.0,357.0,11.3,10.8
Lycée Blanche de Castille,Privé,Général,Le Chesnay-Rocquencourt,3.5,(41),59.0,89.0,8.0,Le Chesnay-Rocquencourt 1 avenue de la Bretèche 78150 Le Chesnay-Rocquencourt,99.0,89.0,249.0,8.8,11.7
Lycée polyvalent Lot-et-Bastides,Public,Polyvalent,Villeneuve-sur-Lot,3.7,(15),13.0,54.0,10.0,Villeneuve-sur-Lot Avenue d'Agen BP 306 47307 Villeneuve-sur-Lot,90.0,54.0,511.0,11.5,11.2
Lycée Jean Rostand,Public,Polyvalent,Mantes-la-Jolie,3.1,(9),15.0,31.0,9.0,Mantes-la-Jolie 66 rue Fernand Bodet 78200 Mantes-la-Jolie,78.0,31.0,361.0,14.6,8.4
Lycée Léonard de Vinci,Public,Polyvalent,Antibes,3.9,(10),5.0,71.0,5.0,Antibes 214 rue Jean Joannon BP 739 06633 Antibes cedex,95.0,71.0,236.0,14.7,15.4
Lycée Charles de Gaulle,Public,Général,Poissy,3.9,(18),58.0,76.0,8.0,Poissy 10 rue Gustave Eiffel Technoparc 78300 Poissy,96.0,76.0,350.0,11.8,8.9
Lycée général Joseph Saverne,Public,Général,L'Isle-Jourdain,3.6,(14),5.0,68.0,9.0,L'Isle-Jourdain 5 avenue Claude Augé 32600 L'Isle-Jourdain,98.0,68.0,242.0,13.0,15.7
Lycée général et technologique Pardailhan,Public,Général,Auch,3.2,(6),3.0,63.0,10.0,Auch Chemin de Baron BP 20376 32008 Auch cedex,97.0,63.0,155.0,14.1,17.8
Lycée général privé Saint-Joseph,Privé,Général,Lectoure,4.0,(28),4.0,62.0,7.0,Lectoure 1 rue de l'Abbé Tournier 32700 Lectoure,97.0,62.0,47.0,14.3,16.2
Lycée Viollet le Duc,Public,Polyvalent,Villiers-Saint-Frédéric,3.2,(19),45.0,58.0,9.0,Villiers-Saint-Frédéric 1 route de Septeuil 78640 Villiers-Saint-Frédéric,90.0,58.0,365.0,12.5,10.9
Lycée polyvalent Pasteur,Public,Polyvalent,Le Blanc,3.8,(11),8.0,57.0,8.0,Le Blanc 12 boulevard François Mitterrand BP 206 36300 Le Blanc,86.0,57.0,115.0,10.2,8.2
Lycée polyvalent Alain Fournier,Public,Polyvalent,Mirande,3.5,(8),2.0,83.0,9.0,Mirande AVENUE LAPLAGNE 32300 Mirande,98.0,83.0,75.0,17.7,18.1
Lycée Stendhal,Public,Général,Aiguillon,4.0,(16),10.0,57.0,10.0,Aiguillon Allée Charles de Gaulle 47190 Aiguillon,96.0,57.0,176.0,12.5,9.7
Lycée polyvalent Balzac d'Alembert,Public,Polyvalent,Issoudun,3.6,(14),3.0,55.0,11.0,Issoudun 8 rue de la Limoise BP 177 36105 Issoudun,89.0,55.0,208.0,14.1,12.3
Lycée polyvalent George Sand,Public,Polyvalent,La Châtre,3.4,(6),2.0,65.0,10.0,La Châtre 25 avenue George Sand BP 144 36400 La Châtre,97.0,65.0,140.0,14.9,13.8
Lycée privé Saint-Charles,Privé,Général,Thouars,3.3,(6),17.0,80.0,6.0,Thouars 1 rue Jules Michelet BP 173 79101 Thouars,100.0,80.0,60.0,11.5,9.9
Lycée polyvalent privé Saint-Joseph,Privé,Polyvalent,Bressuire,3.9,(11),16.0,62.0,8.0,Bressuire 4 rue du Docteur Brillaud CS 60049 79301 Bressuire,93.0,62.0,187.0,11.8,11.4
Lycée privé Sainte-Catherine,Privé,Général,Villeneuve-sur-Lot,4.0,(10),8.0,57.0,9.0,Villeneuve-sur-Lot 2 chemin de Velours 47300 Villeneuve-sur-Lot,93.0,57.0,104.0,12.9,11.3
Lycée Maurice Genevoix,Public,Général,Bressuire,4.2,(18),14.0,66.0,11.0,Bressuire 36 rue de Malabry BP 40 79301 Bressuire,96.0,66.0,368.0,11.6,12.1
Lycée Val de Garonne,Public,Polyvalent,Marmande,3.5,(5),9.0,52.0,12.0,Marmande Rue Ejea de los Caballeros BP 307 47207 Marmande,91.0,52.0,422.0,9.5,12.8
Lycée Saint-Exupéry,Privé,Général,Montigny-le-Bretonneux,2.5,(10),12.0,89.0,8.0,Montigny-le-Bretonneux 11 rue Michaël Faraday 78180 Montigny-le-Bretonneux,99.0,89.0,123.0,15.0,8.5
Lycée polyvalent Blaise Pascal,Public,Polyvalent,Châteauroux,3.4,(11),1.0,49.0,4.0,Châteauroux 27 boulevard Blaise Pascal BP 569 36019 Châteauroux,88.0,49.0,223.0,11.0,16.2
Lycée privé Saint-Caprais,Privé,Général,Agen,2.9,(7),4.0,76.0,10.0,Agen 8 rue Raspail 47000 Agen,100.0,76.0,92.0,14.9,10.6
Lycée Bernard Palissy,Public,Général,Agen,3.8,(22),5.0,64.0,12.0,Agen 164 boulevard de la Liberté BP 30291 47007 Agen,95.0,64.0,418.0,11.8,13.5
Lycée George Sand,Public,Général,Nérac,2.7,(4),2.0,65.0,9.0,Nérac Boulevard Pierre de Coubertin 47600 Nérac,95.0,65.0,137.0,15.3,13.8
Lycée Léopold Sédar Senghor,Public,Polyvalent,Magnanville,2.9,(16),10.0,62.0,8.0,Magnanville Place Pierre Bérégovoy 78200 Magnanville,96.0,62.0,329.0,15.0,15.5
Lycée Emilie de Breteuil,Public,Polyvalent,Montigny-le-Bretonneux,3.2,(24),6.0,65.0,9.0,Montigny-le-Bretonneux 3 rue du Canal BP 276 78180 Montigny-le-Bretonneux,94.0,65.0,302.0,13.1,16.1
Lycée Jean-Baptiste Poquelin,Public,Polyvalent,Saint-Germain-en-Laye,4.3,(3),5.0,49.0,5.0,Saint-Germain-en-Laye 72 rue Léon Désoyer BP 1142 78100 Saint-Germain-en-Laye,95.0,49.0,295.0,15.0,16.3
Lycée Saint-Jean et Hulst,Privé,Général,Versailles,3.5,(45),4.0,95.0,9.0,Versailles 26 rue du Maréchal de Lattre de Tassigny 78000 Versailles,100.0,95.0,319.0,16.5,12.6
Lycée Louise Weiss,Public,Polyvalent,Achères,3.9,(18),3.0,58.0,7.0,Achères 201 avenue du Général de Gaulle 78260 Achères,91.0,58.0,228.0,12.7,16.6
Lycée Vincent Van Gogh,Public,Polyvalent,Aubergenville,3.2,(23),2.0,47.0,10.0,Aubergenville Rue Jules Ferry BP 234 78410 Aubergenville,90.0,47.0,403.0,16.6,11.0
Lycée polyvalent du Haut Val de Sèvre,Public,Polyvalent,Saint-Maixent-l'École,3.6,(6),7.0,64.0,9.0,Saint-Maixent-l'École 22 rue du Panier Fleuri BP 8 79403 Saint-Maixent-l'École,91.0,64.0,138.0,12.9,9.8
Lycée de la Venise Verte,Public,Général,Niort,3.1,(13),12.0,54.0,10.0,Niort 71 rue Laurent Bonnevay BP 3600 79012 Niort,94.0,54.0,392.0,12.1,12.3
Lycée Victor Duruy,Public,Général,Mont-de-Marsan,3.0,(9),18.0,68.0,13.0,Mont-de-Marsan 260 avenue Nonères BP 109 40002 Mont-de-Marsan,95.0,68.0,271.0,8.9,7.9
Lycée Charles Despiau,Public,Général,Mont-de-Marsan,3.3,(10),15.0,63.0,10.0,Mont-de-Marsan 637 avenue du Houga BP 30273 40005 Mont-de-Marsan,97.0,63.0,396.0,9.8,10.8
Lycée Gaston Crampe,Public,Polyvalent,Aire-sur-l'Adour,2.6,(14),17.0,59.0,12.0,Aire-sur-l'Adour Avenue des droits de l'Homme et du Citoyen 40800 Aire-sur-l'Adour,91.0,59.0,223.0,10.4,9.9
Lycée de Borda,Public,Polyvalent,Dax,3.5,(31),12.0,60.0,13.0,Dax 7 avenue Paul Doumer BP 60345 40107 Dax,94.0,60.0,581.0,12.3,9.3
Lycée polyvalent Jean Taris,Public,Polyvalent,Peyrehorade,4.0,(4),8.0,62.0,8.0,Peyrehorade 365 avenue Jean Dupaya 40300 Peyrehorade,89.0,62.0,145.0,8.0,12.7
Lycée Paul Guérin,Public,Général,Niort,3.8,(8),6.0,63.0,10.0,Niort 19 rue des Fiefs BP 19113 79061 Niort,96.0,63.0,325.0,13.6,8.1
Lycée Edouard Belin,Public,Polyvalent,Vesoul,3.3,(14),11.0,52.0,12.0,Vesoul 18 rue Edouard Belin BP 50289 70006 Vesoul,85.0,52.0,302.0,8.9,7.9
Lycée Augustin Cournot,Public,Polyvalent,Gray,3.0,(22),8.0,48.0,9.0,Gray Rue du lycée 70104 Gray,90.0,48.0,233.0,11.0,11.4
Lycée Lumière,Public,Polyvalent,Luxeuil-les-Bains,3.3,(25),9.0,57.0,9.0,Luxeuil-les-Bains 33 rue de Grammont BP 90155 70306 Luxeuil-les-Bains,86.0,57.0,282.0,9.8,10.8
Lycée Saint-Jacques de Compostelle,Privé,Général,Dax,3.7,(22),2.0,68.0,10.0,Dax 32 rue Paul Lahargou 40100 Dax,98.0,68.0,134.0,14.9,7.9
Lycée Haroun Tazieff,Public,Polyvalent,Saint-Paul-lès-Dax,3.7,(12),6.0,64.0,8.0,Saint-Paul-lès-Dax Boulevard Saint-Vincent-de-Paul 40990 Saint-Paul-lès-Dax,95.0,64.0,290.0,13.0,12.3
Lycée Janson de Sailly,Public,Général,Paris,3.5,(16),1.0,81.0,9.0,Paris 106 rue de la Pompe 75016 Paris,99.0,81.0,379.0,15.9,18.8
Lycée Edouard Herriot,Public,Général,Sainte-Savine,4.0,(6),1.0,56.0,11.0,"Sainte-Savine rue La Maladière Sainte-Savine, BP 90248 10300 Sainte-Savine",95.0,56.0,241.0,15.7,16.7
Lycée Alexandra David-Néel,Public,Général,Digne-les-Bains,3.6,(13),1.0,54.0,10.0,Digne-les-Bains 17 avenue Maréchal Leclerc BP 221 04004 Digne-les-Bains,92.0,54.0,229.0,15.0,18.6
Lycée Paul Arène,Public,Polyvalent,Sisteron,3.5,(8),3.0,72.0,10.0,Sisteron 13 avenue du stade BP 98 04203 Sisteron,96.0,72.0,148.0,14.7,16.2
Lycée André Honnorat,Public,Polyvalent,Barcelonnette,2.9,(4),2.0,59.0,8.0,Barcelonnette 1 rue André Honnorat 04400 Barcelonnette,100.0,59.0,62.0,15.0,18.6
Lycée Louis Aragon,Public,Polyvalent,Héricourt,3.7,(12),3.0,57.0,8.0,Héricourt Rue Pierre Mendès France 70400 Héricourt,93.0,57.0,161.0,12.5,14.4
Lycée Georges Colomb,Public,Polyvalent,Lure,3.3,(10),2.0,60.0,8.0,Lure 1 rue Georges Colomb BP 170 70204 Lure,94.0,60.0,258.0,14.9,7.9
Lycée Diderot,Public,Polyvalent,Paris,4.1,(5),18.0,52.0,7.0,Paris 61 rue David d'Angers 75019 Paris,93.0,52.0,241.0,16.2,15.3
Lycée polyvalent Xavier Bichat,Public,Polyvalent,Nantua,4.3,(4),20.0,55.0,13.0,Nantua Avenue du Lac BP 51 01130 Nantua,95.0,55.0,157.0,11.0,11.5
Lycée Polyvalent Les Lombards,Public,Polyvalent,Troyes,3.4,(25),13.0,48.0,11.0,Troyes 12 avenue des Lombards BP 766 10025 Troyes,82.0,48.0,340.0,11.1,7.6
Lycée Saint-Bernard,Privé,Général,Troyes,4.2,(14),11.0,70.0,13.0,Troyes 8 rue du Palais de Justice 10000 Troyes,99.0,70.0,121.0,11.7,9.3
Lycée Camille Sée,Public,Général,Paris,3.0,(20),40.0,61.0,8.0,Paris 11 rue Léon Lhermitte 75015 Paris,93.0,61.0,164.0,14.6,5.9
Lycée Gabriel Fauré,Public,Général,Paris,4.0,(28),37.0,62.0,8.0,Paris 81 avenue de Choisy 75013 Paris,96.0,62.0,166.0,12.5,14.8
Lycée polyvalent Paul Painlevé,Public,Polyvalent,Oyonnax,2.7,(18),21.0,36.0,14.0,Oyonnax 13 place des déportés de 1944 BP 813 01108 Oyonnax,88.0,36.0,230.0,10.3,10.5
Lycée technique privé Saint-Nicolas,Privé,Polyvalent,Paris,3.6,(23),16.0,83.0,7.0,Paris 108 rue de Vaugirard 75006 Paris,98.0,83.0,311.0,16.0,16.4
Lycée Hélène Boucher,Public,Général,Paris,3.8,(51),44.0,89.0,11.0,Paris 75 cours de Vincennes 75020 Paris,99.0,89.0,412.0,14.2,13.7
Lycée polyvalent Dorian,Public,Polyvalent,Paris,2.3,(26),51.0,41.0,7.0,Paris 74 avenue Philippe Auguste 75011 Paris,89.0,41.0,194.0,12.3,13.7
Lycée Saint-Cricq,Public,Polyvalent,Pau,4.2,(15),41.0,56.0,9.0,Pau 4 bis avenue des États-Unis CS 21516 64015 Pau,92.0,56.0,430.0,9.9,10.8
Lycée polyvalent Simone Weil,Public,Polyvalent,Paris,3.0,(17),41.0,48.0,9.0,Paris 7 rue de Poitou 75003 Paris,91.0,48.0,183.0,13.2,14.5
Lycée Paul Valéry,Public,Général,Paris,3.6,(19),56.0,33.0,11.0,Paris 38 boulevard Soult 75012 Paris,79.0,33.0,272.0,8.2,13.5
Lycée privé Rocroy Saint-Vincent-de-Paul,Privé,Général,Paris,3.0,(69),53.0,92.0,8.0,Paris 106 rue du faubourg Poissonnière 75010 Paris,100.0,92.0,200.0,13.7,8.8
Lycée privé Catherine Labouré,Privé,Polyvalent,Paris,3.1,(15),49.0,67.0,4.0,Paris 29 rue Gassendi 75014 Paris,95.0,67.0,127.0,13.7,13.8
Lycée privé Blomet,Privé,Général,Paris,3.3,(25),60.0,96.0,7.0,Paris 5 rue Blomet 75015 Paris,100.0,96.0,160.0,13.3,11.7
Lycée privé Sainte-Ursule Louise de Bettignies,Privé,Général,Paris,3.0,(32),54.0,89.0,7.0,Paris 25 rue Daubigny 75017 Paris,99.0,89.0,134.0,13.7,10.1
Lycée François Rabelais,Public,Général,Paris,3.9,(7),78.0,31.0,7.0,Paris 9 rue Francis de Croisset 75018 Paris,91.0,31.0,119.0,12.6,5.7
Lycée privé Gerson,Privé,Général,Paris,4.3,(20),65.0,97.0,6.0,Paris 31 rue de la Pompe 75016 Paris,100.0,97.0,121.0,11.9,13.1
Lycée Henri Bergson-Jacquard,Public,Général,Paris,3.9,(22),80.0,40.0,12.0,Paris 2 bis rue Bouret 75019 Paris,86.0,40.0,305.0,12.5,7.3
Lycée polyvalent international site de Ferney-Voltaire,Public,Polyvalent,Ferney-Voltaire,3.4,(24),23.0,62.0,13.0,Ferney-Voltaire Avenue des Sports 01210 Ferney-Voltaire,91.0,62.0,748.0,9.9,9.4
Lycée international de Paris Honoré de Balzac,Public,Général,Paris,3.6,(23),74.0,68.0,11.0,Paris 118 boulevard Bessières 75017 Paris,95.0,68.0,297.0,12.7,10.3
Lycée privé Beth Hanna,Privé,Général,Paris,3.9,(10),90.0,86.0,7.0,Paris 49-51 rue Petit 75019 Paris,100.0,86.0,79.0,11.4,12.2
Lycée privé Sainte-Elisabeth,Privé,Général,Paris,2.8,(17),87.0,78.0,7.0,Paris 112 rue de Lourmel 75015 Paris,100.0,78.0,87.0,12.2,10.9
Lycée Colbert,Public,Général,Paris,3.7,(21),81.0,43.0,9.0,Paris 27 rue Château Landon 75010 Paris,89.0,43.0,209.0,12.4,11.0
Lycée privé Saint-Dominique,Privé,Général,Pau,2.8,(14),33.0,81.0,8.0,Pau 30 avenue FOUCHET 64000 Pau,99.0,81.0,164.0,11.5,6.1
Lycée privé Fénelon Sainte-Marie La Plaine Monceau,Privé,Général,Paris,3.4,(24),99.0,98.0,11.0,Paris 47 rue de Naples 75008 Paris,100.0,98.0,262.0,9.9,11.7
Lycée Cantau,Public,Polyvalent,Anglet,2.7,(9),28.0,62.0,9.0,Anglet 1 allée DE CANTAU 64600 Anglet,95.0,62.0,355.0,12.4,11.6
Lycée Jules Supervielle,Public,Général,Oloron-Sainte-Marie,2.5,(7),32.0,73.0,11.0,Oloron-Sainte-Marie 6 boulevard François Mitterrand BP 159 64404 Oloron-Sainte-Marie,99.0,73.0,134.0,11.9,7.6
Lycée Arago,Public,Général,Paris,3.7,(24),118.0,66.0,9.0,Paris 4 place de la Nation 75012 Paris,94.0,66.0,247.0,9.6,10.1
Lycée privé Charles de Foucauld,Privé,Général,Paris,3.1,(33),89.0,93.0,10.0,Paris 5 rue de la Madone 75018 Paris,99.0,93.0,210.0,12.2,9.4
Lycée Maurice Ravel,Public,Général,Paris,3.8,(22),109.0,63.0,9.0,Paris 89 cours de Vincennes 75020 Paris,95.0,63.0,381.0,11.0,9.6
Lycée privé Ozar Hatorah,Privé,Général,Paris,2.9,(3),117.0,36.0,4.0,Paris 34 rue du Moulin Joly 75011 Paris,89.0,36.0,41.0,9.5,10.2
Lycée privé Saint-Joseph,Privé,Général,Nay,3.3,(24),24.0,80.0,10.0,Nay Avenue des Abbés Dupont 64800 Nay,100.0,80.0,71.0,11.9,12.8
Lycée Jean-Baptiste Say,Public,Général,Paris,3.8,(22),27.0,93.0,10.0,Paris 11 bis rue d'Auteuil 75016 Paris,99.0,93.0,274.0,15.5,10.7
Lycée Elisa Lemonnier,Public,Polyvalent,Paris,3.7,(5),22.0,49.0,8.0,Paris 20 avenue Armand Rousseau 75012 Paris,91.0,49.0,260.0,15.8,11.8
Lycée polyvalent privé Notre-Dame (Saint-Vincent-de-Paul),Privé,Polyvalent,Paris,3.1,(13),24.0,75.0,9.0,Paris 49 rue Bobillot 75013 Paris,97.0,75.0,187.0,15.6,12.6
Lycée Jean de La Fontaine,Public,Général,Paris,3.4,(23),23.0,84.0,8.0,Paris 1 place de la Porte Molitor 75016 Paris,99.0,84.0,241.0,15.7,14.4
Lycée privé N'R Hatorah,Privé,Général,Paris,3.8,(38),21.0,81.0,3.0,Paris 3 et 5 rue Henri Turot 75019 Paris,100.0,81.0,43.0,15.9,9.3
Lycée Les Iscles,Public,Polyvalent,Manosque,3.4,(24),4.0,66.0,13.0,Manosque 116 boulevard Régis Ryckebusch 04100 Manosque,96.0,66.0,199.0,12.3,15.3
Lycée Joliot-Curie,Public,Général,Romilly-sur-Seine,3.6,(8),8.0,53.0,12.0,Romilly-sur-Seine 1 rue Guy-Môquet BP 6 10100 Romilly-sur-Seine,89.0,53.0,331.0,11.8,12.4
Lycée Louis Armand,Public,Polyvalent,Paris,3.5,(10),14.0,35.0,6.0,Paris 321 rue Lecourbe 75015 Paris,90.0,35.0,241.0,10.6,16.4
